2.076923077,5.139265153,0.740740741
1.985294118,5.694115674,0.740740741
2.056737589,4.58601581,0.689655172
2.121212121,4.76408542,0.714285714
2.093023256,5.596674085,0.740740741
2.093023256,5.660086746,0.740740741
1.984732824,5.812544639,0.769230769
2.153846154,4.750505781,0.714285714
1.984732824,6.041494139,0.769230769
2.100840336,6.727186475,0.8
1.968503937,6.911051505,0.8
2.063492063,5.712097272,0.769230769
1.984126984,6.002484022,0.8
2.08,5.664909861,0.769230769
2.015503876,5.074608252,0.769230769
2.045454545,5.296045414,0.740740741
1.954887218,5.209471934,0.769230769
1.97080292,4.996932208,0.740740741
2.142857143,7.369826601,0.666666667
